id,country
ZDB-COMPANY-140709-1,AU
ZDB-COMPANY-141016-1,BE
ZDB-COMPANY-101230-1,CH
ZDB-COMPANY-980626-5,CH
ZDB-COMPANY-150203-1,CZ
ZDB-COMPANY-151005-1,CN
ZDB-COMPANY-081230-1,DE
ZDB-COMPANY-090218-1,DE
ZDB-COMPANY-100729-1,DE
ZDB-COMPANY-110523-1,DE
ZDB-COMPANY-150826-1,DE
ZDB-COMPANY-980626-4,DE
ZDB-COMPANY-980826-1,DE
ZDB-COMPANY-040204-1,ES
ZDB-COMPANY-100928-1,ES
ZDB-COMPANY-101202-1,FR
ZDB-COMPANY-050920-1,GB
ZDB-COMPANY-051101-1,GB
ZDB-COMPANY-081017-1,GB
ZDB-COMPANY-090121-1,GB
ZDB-COMPANY-110407-1,GB
ZDB-COMPANY-121002-1,GB
ZDB-COMPANY-121024-1,GB
ZDB-COMPANY-121204-1,GB
ZDB-COMPANY-090515-1,IL
ZDB-COMPANY-090331-1,IT
ZDB-COMPANY-130709-1,JP
ZDB-COMPANY-060421-1,NL
ZDB-COMPANY-121001-1,NL
ZDB-COMPANY-131126-1,NL
ZDB-COMPANY-120207-1,NO
ZDB-COMPANY-100413-1,SE
ZDB-COMPANY-080117-1,TW
ZDB-COMPANY-000329-4,US
ZDB-COMPANY-000428-1,US
ZDB-COMPANY-000502-1,US
ZDB-COMPANY-000713-1,US
ZDB-COMPANY-001017-1,US
ZDB-COMPANY-010118-2,US
ZDB-COMPANY-010125-1,US
ZDB-COMPANY-010718-2,US
ZDB-COMPANY-010719-5,US
ZDB-COMPANY-010807-1,US
ZDB-COMPANY-011019-1,US
ZDB-COMPANY-020115-1,US
ZDB-COMPANY-020312-4,US
ZDB-COMPANY-020802-1,US
ZDB-COMPANY-020828-1,US
ZDB-COMPANY-030520-1,US
ZDB-COMPANY-030925-1,US
ZDB-COMPANY-030930-1,US
ZDB-COMPANY-031215-1,US
ZDB-COMPANY-040120-1,US
ZDB-COMPANY-050712-1,US
ZDB-COMPANY-051114-1,US
ZDB-COMPANY-051116-1,US
ZDB-COMPANY-060404-1,US
ZDB-COMPANY-070427-1,US
ZDB-COMPANY-071106-1,US
ZDB-COMPANY-080225-1,US
ZDB-COMPANY-080804-1,US
ZDB-COMPANY-081001-1,US
ZDB-COMPANY-081003-1,US
ZDB-COMPANY-081006-3,US
ZDB-COMPANY-081007-2,US
ZDB-COMPANY-081008-1,US
ZDB-COMPANY-081008-2,US
ZDB-COMPANY-081009-1,US
ZDB-COMPANY-081015-1,US
ZDB-COMPANY-081028-1,US
ZDB-COMPANY-081105-1,US
ZDB-COMPANY-081117-1,US
ZDB-COMPANY-081124-1,US
ZDB-COMPANY-081202-1,US
ZDB-COMPANY-081202-2,US
ZDB-COMPANY-081205-1,US
ZDB-COMPANY-081217-1,US
ZDB-COMPANY-081229-1,US
ZDB-COMPANY-090122-1,US
ZDB-COMPANY-090128-1,US
ZDB-COMPANY-090206-1,US
ZDB-COMPANY-090219-1,US
ZDB-COMPANY-090223-1,US
ZDB-COMPANY-090316-1,US
ZDB-COMPANY-090331-2,US
ZDB-COMPANY-090416-1,US
ZDB-COMPANY-090417-1,US
ZDB-COMPANY-090422-1,US
ZDB-COMPANY-090521-1,US
ZDB-COMPANY-090609-1,US
ZDB-COMPANY-090617-1,US
ZDB-COMPANY-090630-1,US
ZDB-COMPANY-090805-1,US
ZDB-COMPANY-090825-1,US
ZDB-COMPANY-090909-1,US
ZDB-COMPANY-091030-1,US
ZDB-COMPANY-091120-1,US
ZDB-COMPANY-100112-1,US
ZDB-COMPANY-100615-1,US
ZDB-COMPANY-100723-1,US
ZDB-COMPANY-100728-1,US
ZDB-COMPANY-101005-1,US
ZDB-COMPANY-101110-1,US
ZDB-COMPANY-101124-1,US
ZDB-COMPANY-101217-1,US
ZDB-COMPANY-110531-1,US
ZDB-COMPANY-110711-1,US
ZDB-COMPANY-110802-1,US
ZDB-COMPANY-111111-1,US
ZDB-COMPANY-120105-1,US
ZDB-COMPANY-120106-1,US
ZDB-COMPANY-120409-1,US
ZDB-COMPANY-120504-1,US
ZDB-COMPANY-120613-1,US
ZDB-COMPANY-120613-2,US
ZDB-COMPANY-120621-1,US
ZDB-COMPANY-120720-1,US
ZDB-COMPANY-120724-1,US
ZDB-COMPANY-120808-1,US
ZDB-COMPANY-121119-1,US
ZDB-COMPANY-121203-1,US
ZDB-COMPANY-130116-1,US
ZDB-COMPANY-130118-1,US
ZDB-COMPANY-130215-1,US
ZDB-COMPANY-130605-1,US
ZDB-COMPANY-130718-1,US
ZDB-COMPANY-130912-1,US
ZDB-COMPANY-140214-1,US
ZDB-COMPANY-140606-1,US
ZDB-COMPANY-140701-1,US
ZDB-COMPANY-140708-1,US
ZDB-COMPANY-140807-1,US
ZDB-COMPANY-140911-1,US
ZDB-COMPANY-141007-1,US
ZDB-COMPANY-150105-1,US
ZDB-COMPANY-150512-1,US
ZDB-COMPANY-151229-1,US
ZDB-COMPANY-160315-1,US
ZDB-COMPANY-160329-1,US
ZDB-COMPANY-160516-1,US
ZDB-COMPANY-160516-2,US
ZDB-COMPANY-160603-1,US
ZDB-COMPANY-160607-4,US
ZDB-COMPANY-160823-1,US
ZDB-COMPANY-170119-1,US
ZDB-COMPANY-170203-1,US
ZDB-COMPANY-170309-1,US
ZDB-COMPANY-980601-3,US
ZDB-COMPANY-980601-5,US
ZDB-COMPANY-980601-9,US
ZDB-COMPANY-980622-14,US
ZDB-COMPANY-980623-9,US
ZDB-COMPANY-980624-1,US
ZDB-COMPANY-980625-1,US
