la010000	Plate 7 A1	150	
la010001	Plate 10 A1	69	
la010002	Plate 10 A1	815	
la010006	Plate 7 A1	1139	
la010006	Plate 7 H1	421	
la010006	Plate 9 H2	2288	
la010007	Plate 10 A1	101	
la010007	Plate 12 A7	883	
la010011	Plate 9 A2	68	
la010012	Plate 10 A2	1009	
la010012	Plate 10 B1	269	
la010012	Plate 14 C5	67	
la010012	Plate 15 E1	360	
la010012	Plate 17 G5	1214	
la010012	Plate 5 G5	475	
la010012	Plate 5 H10	386	
la010014	Plate 10 A2	906	
la010014	Plate 10 B1	1043	
la010014	Plate 10 D4	13140	
la010014	Plate 10 E6	15074	
la010014	Plate 13 F8	37415	
la010014	Plate 5 H10	3611	
la010015	Plate 7 A2	1783	
la010015	Plate 9 C12	590	
la010015	Plate 9 F12	448	
la010016	Plate 7 A2	4215	
la010016	Plate 7 F2	2143	
la010016	Plate 9 B7	16941	
la010016	Plate 9 B8	2103	
la010016	Plate 9 D8	13711	
la010017	Plate 7 A2	307	
la010017	Plate 7 F2	346	
la010017	Plate 7 G6	227	
la010018	Plate 7 A2	13248	
la010018	Plate 7 F2	1011	
la010018	Plate 7 G6	31121	
la010020	Plate 7 A3	129996	
la010020	Plate 7 A6	187	
la010020	Plate 7 B3	35	
la010020	Plate 7 E6	3220	
la010020	Plate 7 F2	2910	
la010020	Plate 7 H7	6235	
la010020	Plate 9 D6	18748	
la010022	Plate 10 A3	2040	
la010022	Plate 10 H2	1803	
la010022	Plate 12 E10	38	
la010024	Plate 10 A4	296	
la010025	Plate 10 A4	660	
la010025	Plate 10 H9	1951	
la010026	Plate 10 A4	906	
la010026	Plate 10 H9	1946	
la010027	Plate 9 A5	57	
la010029	Plate 9 A5	276	
la010030	Plate 10 A5	18454	
la010030	Plate 10 B3	40	
la010030	Plate 10 H2	625	
la010031	Plate 10 A6	434	
la010032	Plate 10 A6	82	
la010033	Plate 10 A6	8020	
la010033	Plate 10 B3	115	
la010033	Plate 13 H8	37	
la010034	Plate 7 A7	1116	
la010036	Plate 10 A7	4337	
la010039	Plate 7 A7	366	
la010040	Plate 7 A7	81	
la010041	Plate 7 A7	380	
la010042	Plate 7 A7	111	
la010043	Plate 7 A7	70	
la010044	Plate 14 C10	36	
la010044	Plate 35 C10	95	
la010044	Plate 35 F11	236	
la010044	Plate 47 B5	66	
la010044	Plate 47 B8	191	
la010044	Plate 47 D2	80	
la010044	Plate 47 E3	209	
la010044	Plate 47 E9	64	
la010044	Plate 47 G11	77	
la010044	Plate 48 B11	68	
la010044	Plate 48 B4	291	
la010044	Plate 48 B6	173	
la010044	Plate 48 B7	380	
la010044	Plate 48 B9	225	
la010044	Plate 48 C10	89	
la010044	Plate 48 E5	421	
la010044	Plate 48 F7	165	
la010044	Plate 48 G4	81	
la010044	Plate 9 A7	50	
la010044	Plate 9 A8	37	
la010044	Plate 9 B10	34	
la010044	Plate 9 B2	32	
la010044	Plate 9 B3	34	
la010044	Plate 9 F4	45	
la010044	Plate 9 G2	40	
la010045	Plate 10 A7	3966	
la010045	Plate 10 G11	407	
la010047	Plate 20 C9	428	
la010047	Plate 7 A7	558	
la010047	Plate 7 H4	277	
la010047	Plate 9 C9	329	
la010048	Plate 9 A8	675	
la010049	Plate 9 A8	165	
la010050	Plate 9 A8	152	
la010051	Plate 9 A8	2959	
la010053	Plate 7 A8	1392	
la010053	Plate 9 E11	1387	
la010054	Plate 7 A8	14371	
la010054	Plate 9 E11	10775	
la010054	Plate 9 H10	3292	
la010055	Plate 10 A8	2687	
la010055	Plate 10 E3	4178	
la010055	Plate 12 E2	680	
la010055	Plate 14 A1	68	
la010055	Plate 14 A4	202	
la010055	Plate 15 A12	21065	
la010055	Plate 5 A1	17739	
la010056	Plate 7 A9	185	
la010057	Plate 9 A9	71	
la010058	Plate 7 A9	517	
la010060	Plate 10 A9	5303	
la010062	Plate 7 A9	1594	
la010064	Plate 7 A9	1175	
la010064	Plate 7 B1	34	
la010065	Plate 10 A9	1465	
la010065	Plate 10 B5	1852	
la010065	Plate 10 F1	212	
la010067	Plate 7 A10	126	
la010068	Plate 10 A10	230	
la010068	Plate 19 C10	429	
la010069	Plate 9 A10	30	
la010069	Plate 9 A11	235	
la010069	Plate 9 A9	536	
la010071	Plate 9 A10	2249	
la010071	Plate 9 B1	256	
la010071	Plate 9 B11	2169	
la010071	Plate 9 B9	122	
la010071	Plate 9 E3	72	
la010075	Plate 10 A10	272	
la010075	Plate 10 E7	5849	
la010075	Plate 10 H8	768	
la010075	Plate 19 C10	72076	
la010076	Plate 7 A10	328	
la010076	Plate 9 H10	33	
la010078	Plate 10 A11	32194	
la010078	Plate 10 A2	744	
la010078	Plate 10 H3	15885	
la010080	Plate 10 A11	808	
la010080	Plate 10 C4	570	
la010080	Plate 10 E5	594	
la010081	Plate 1012 B7	76	
la010081	Plate 26 G5	133	
la010081	Plate 40 B4	130	
la010081	Plate 47 D9	847	
la010081	Plate 47 E8	66	
la010081	Plate 7 A11	34	
la010081	Plate 7 F10	867	
la010083	Plate 1002 G2	223	
la010083	Plate 1010 G2	2020	
la010083	Plate 11 E2	21677	
la010083	Plate 11 F3	51	
la010083	Plate 14 E6	32	
la010083	Plate 14 G11	6548	
la010083	Plate 14 G2	127738	
la010083	Plate 14 G3	35	
la010083	Plate 15 D7	47	
la010083	Plate 27 H10	519	
la010083	Plate 29 G2	3507	
la010083	Plate 7 A11	48912	
la010083	Plate 8 H3	71	
la010084	Plate 7 A12	1230	
la010085	Plate 7 A12	925	
la010088	Plate 9 A12	12431	
la010088	Plate 9 A3	10496	
la010088	Plate 9 B1	16958	
la010088	Plate 9 E6	354	
la010088	Plate 9 F7	10990	
la010088	Plate 9 H6	10639	
la010089	Plate 9 A12	3724	
la010089	Plate 9 B1	2679	
la010089	Plate 9 D4	4587	
la010089	Plate 9 F7	2256	
la010090	Plate 9 A12	440	
la010090	Plate 9 D4	162	
la010090	Plate 9 F7	136	
la010091	Plate 10 A12	3666	
la010091	Plate 10 F11	1161	
la010092	Plate 11 C7	388	
la010093	Plate 12 D12	358	
la010093	Plate 12 D4	2120	
la010093	Plate 17 A12	24818	
la010094	Plate 12 H1	592	
la010094	Plate 12 H11	856	
la010095	Plate 12 A5	178	
la010095	Plate 15 F3	3696	
la010096	Plate 12 E2	1839	
la010096	Plate 18 H5	33852	
la010097	Plate 13 B1	6970	
la010097	Plate 8 A2	1952	
la010098	Plate 1014 G7	8816	
la010098	Plate 6 D7	1522	
la010098	Plate 7 D2	3131	
la010098	Plate 7 G1	658	
la010098	Plate 8 H9	10482	
la010099	Plate 8 A2	232	
la010100	Plate 8 H9	323	
la010101	Plate 11 D12	52	
la010105	Plate 11 G6	17661	
la010105	Plate 34 F4	30127	
la010105	Plate 37 G8	108	
la010106	Plate 12 E10	49	
la010108	Plate 10 A10	82	
la010108	Plate 10 A4	22070	
la010108	Plate 10 A5	155	
la010108	Plate 10 H10	31	
la010108	Plate 10 H9	38419	
la010108	Plate 11 H8	1304	
la010109	Plate 11 E6	1394	
la010109	Plate 12 B11	402	
la010109	Plate 12 G1	67	
la010110	Plate 8 A1	2223	
la010110	Plate 8 A6	768	
la010110	Plate 8 F10	11173	
la010111	Plate 10 D5	393	
la010112	Plate 10 C7	40	
la010112	Plate 10 D6	538	
la010112	Plate 11 B3	30	
la010112	Plate 11 D2	31	
la010112	Plate 7 E4	39	
la010112	Plate 7 G2	2045	
la010113	Plate 7 C7	153	
la010114	Plate 10 B6	653	
la010115	Plate 7 D4	390	
la010116	Plate 11 B3	32351	
la010116	Plate 11 D1	45732	
la010116	Plate 11 H1	12570	
la010116	Plate 11 H11	13325	
la010116	Plate 12 C3	151	
la010116	Plate 12 H12	45	
la010116	Plate 29 H1	96	
la010116	Plate 4 D1	103	
la010116	Plate 4 H11	30	
la010117	Plate 8 B2	12808	
la010118	Plate 7 B3	1157	
la010118	Plate 7 H10	509	
la010119	Plate 10 F6	2112	
la010119	Plate 10 G5	3108	
la010120	Plate 9 F11	108	
la010122	Plate 11 E4	1438	
la010123	Plate 12 E4	194	
la010123	Plate 18 G6	3558	
la010124	Plate 7 G6	183	
la010125	Plate 10 F2	41	
la010126	Plate 11 E11	5200	
la010128	Plate 9 E8	2962	
la010128	Plate 9 E9	62	
la010128	Plate 9 G12	3194	
la010129	Plate 11 F3	42	
la010129	Plate 13 F12	110	
la010130	Plate 7 F2	79	
la010131	Plate 12 D9	248	
la010132	Plate 12 G11	4787	
la010132	Plate 12 G12	199	
la010133	Plate 9 E12	495	
la010133	Plate 9 G11	683	
la010134	Plate 8 C6	1818	
la010135	Plate 8 B11	860	
la010135	Plate 8 B12	1600	
la010136	Plate 10 B8	25379	
la010136	Plate 10 C2	242	
la010137	Plate 9 E1	120	
la010138	Plate 11 B9	22007	
la010138	Plate 12 C4	86	
la010138	Plate 12 H1	1022	
la010138	Plate 12 H11	1412	
la010139	Plate 11 F12	10506	
la010139	Plate 13 A10	143	
la010139	Plate 13 A12	12273	
la010139	Plate 13 A9	45629	
la010140	Plate 8 E8	202	
la010142	Plate 12 C5	54	
la010142	Plate 19 E10	76	
la010144	Plate 10 F6	46	
la010145	Plate 10 H1	10071	
la010145	Plate 17 E4	74	
la010145	Plate 17 F4	55708	
la010147	Plate 13 H4	46671	
la010147	Plate 9 E10	1507	
la010148	Plate 11 H4	9444	
la010149	Plate 9 C3	2416	
la010149	Plate 9 F9	2684	
la010150	Plate 12 D9	467	
la010150	Plate 15 H6	5540	
la010151	Plate 11 D9	15584	
la010152	Plate 10 D8	10279	
la010153	Plate 9 B7	54	
la010153	Plate 9 F12	40	
la010154	Plate 5 D8	76	
la010154	Plate 5 D9	3961	
la010154	Plate 6 D9	2455	
la010154	Plate 6 E9	98	
la010154	Plate 8 E3	2774	
la010154	Plate 8 H4	579	
la010155	Plate 4 D1	127	
la010155	Plate 5 E6	29541	
la010155	Plate 5 F6	168	
la010155	Plate 6 E6	15120	
la010155	Plate 6 F6	120	
la010155	Plate 8 E8	9569	
la010156	Plate 10 G6	76	
la010156	Plate 10 H7	68	
la010156	Plate 5 C5	251	
la010157	Plate 8 F1	1238	
la010158	Plate 1001 D11	276	
la010158	Plate 1002 E4	13462	
la010158	Plate 1002 F4	1842	
la010158	Plate 1005 H12	12098	
la010158	Plate 1009 B5	384	
la010158	Plate 1012 D4	372	
la010158	Plate 1012 E4	430	
la010158	Plate 1013 G3	41523	
la010158	Plate 11 E8	4862	
la010158	Plate 11 F9	6922	
la010158	Plate 13 B5	27550	
la010158	Plate 13 C5	36	
la010158	Plate 13 E3	6298	
la010158	Plate 13 F1	23422	
la010158	Plate 13 F5	15880	
la010158	Plate 17 E5	28853	
la010158	Plate 17 G1	24639	
la010158	Plate 17 G3	1746	
la010158	Plate 18 C10	19366	
la010158	Plate 25 B1	10298	
la010158	Plate 30 B4	458	
la010158	Plate 30 G1	86	
la010158	Plate 34 D7	214	
la010158	Plate 37 G8	62	
la010158	Plate 47 D11	6692	
la010159	Plate 13 F11	32668	
la010159	Plate 7 B4	8077	
la010159	Plate 9 B12	884	
la010159	Plate 9 E4	540	
la010159	Plate 9 F5	1272	
la010160	Plate 11 C10	380	
la010160	Plate 15 D1	4259	
la010160	Plate 15 D9	2370	
la010161	Plate 12 C5	68	
la010162	Plate 11 E4	51	
la010163	Plate 1018 D1	193	
la010163	Plate 1018 E1	61	
la010163	Plate 1018 E12	211	
la010163	Plate 1018 E4	92	
la010163	Plate 1018 F1	269993	
la010163	Plate 1018 F2	70	
la010163	Plate 11 A12	30477	
la010163	Plate 11 B12	1443	
la010163	Plate 11 C10	25116	
la010163	Plate 11 C12	884	
la010163	Plate 15 B5	21395	
la010163	Plate 15 B9	17900	
la010163	Plate 15 D1	20840	
la010163	Plate 15 D7	108	
la010163	Plate 15 D9	19756	
la010163	Plate 15 E4	104	
la010163	Plate 15 E5	39042	
la010163	Plate 15 F5	37	
la010163	Plate 18 E5	257	
la010163	Plate 25 A5	1407	
la010163	Plate 32 E6	21144	
la010163	Plate 8 A10	6035	
la010163	Plate 8 A3	4205	
la010163	Plate 8 A9	4428	
la010163	Plate 8 B3	463	
la010163	Plate 8 B4	33195	
la010163	Plate 8 B8	3040	
la010163	Plate 8 C8	32	
la010163	Plate 8 F8	189	
la010163	Plate 8 G8	8133	
la010163	Plate 8 H11	768	
la010164	Plate 10 B4	463	
la010164	Plate 10 F7	82	
la010165	Plate 10 D4	2519	
la010166	Plate 8 H10	68137	
la010166	Plate 8 H8	1348	
la010167	Plate 8 H10	218	
la010168	Plate 12 B8	228	
la010169	Plate 11 C6	65	
la010170	Plate 11 C6	1298	
la010170	Plate 13 A2	6306	
la010170	Plate 13 C1	1704	
la010171	Plate 7 H5	1961	
la010172	Plate 11 E3	98	
la010174	Plate 12 E9	1116	
la010175	Plate 9 D11	31	
la010176	Plate 12 A9	1041	
la010176	Plate 12 D8	602	
la010178	Plate 7 H8	3615	
la010178	Plate 8 F8	1586	
la010178	Plate 9 A11	1342	
la010178	Plate 9 A4	1186	
la010179	Plate 8 A2	4717	
la010179	Plate 8 H9	344	
la010180	Plate 9 G3	1836	
la010181	Plate 11 C1	15251	
la010182	Plate 11 B7	258	
la010184	Plate 11 G1	56	
la010185	Plate 5 B1	69	
la010185	Plate 5 B2	30	
la010185	Plate 5 G7	202	
la010185	Plate 8 H4	82	
la010186	Plate 8 H4	97	
la010187	Plate 9 F4	768	
la010188	Plate 7 G3	2615	
la010189	Plate 11 G7	19318	
la010189	Plate 12 G5	38	
la010189	Plate 12 H12	30	
la010190	Plate 12 C9	896	
la010190	Plate 12 D3	3038	
la010190	Plate 12 F6	1800	
la010190	Plate 18 G2	68	
la010190	Plate 18 G3	11406	
la010192	Plate 10 H7	716	
la010192	Plate 14 E5	29829	
la010192	Plate 14 F5	5698	
la010192	Plate 5 B5	30	
la010192	Plate 5 C5	5845	
la010192	Plate 5 H11	5228	
la010192	Plate 6 H11	2671	
la010192	Plate 8 A10	42	
la010193	Plate 9 E2	2568	
la010193	Plate 9 E3	104	
la010193	Plate 9 E4	124	
la010195	Plate 5 C3	538	
la010195	Plate 5 C7	516	
la010195	Plate 6 C10	314	
la010195	Plate 6 C3	376	
la010195	Plate 6 C7	354	
la010195	Plate 6 D3	93	
la010195	Plate 6 D7	636	
la010195	Plate 7 D7	21329	
la010196	Plate 11 C7	171	
la010200	Plate 11 F1	900	
la010200	Plate 14 D3	9327	
la010200	Plate 15 D4	17664	
la010200	Plate 5 C7	425	
la010201	Plate 11 D12	280	
la010202	Plate 10 B6	162	
la010203	Plate 7 H5	321	
la010206	Plate 8 F6	156	
la010208	Plate 12 A1	927	
la010208	Plate 12 G8	189	
la010208	Plate 12 H5	202	
la010209	Plate 8 D9	847	
la010210	Plate 11 A9	42	
la010210	Plate 16 G11	2920	
la010211	Plate 9 D1	2565	
la010212	Plate 12 G4	317	
la010213	Plate 12 F10	117	
la010214	Plate 7 C4	2548	
la010215	Plate 7 C5	478	
la010215	Plate 7 H8	8961	
la010215	Plate 9 A11	2595	
la010215	Plate 9 A4	6013	
la010215	Plate 9 B11	42	
la010216	Plate 10 E10	102	
la010217	Plate 8 D10	241	
la010218	Plate 8 D10	102	
la010219	Plate 8 D3	4130	
la010219	Plate 8 E11	5932	
la010219	Plate 8 E8	30	
la010220	Plate 11 C12	124	
la010220	Plate 15 E7	10250	
la010221	Plate 11 A1	5582	
la010221	Plate 13 F6	37542	
la010222	Plate 11 F8	8060	
la010222	Plate 12 F8	80	
la010223	Plate 11 D5	8696	
la010224	Plate 8 B9	5458	
la010225	Plate 10 G6	727	
la010225	Plate 10 H7	413	
la010225	Plate 5 C5	1860	
la010225	Plate 8 A10	117	
la010226	Plate 9 E1	2342	
la010226	Plate 9 E10	1127	
la010227	Plate 12 G9	71	
la010230	Plate 12 A5	39	
la010230	Plate 15 A7	52	
la010230	Plate 15 E6	43	
la010231	Plate 11 B7	10429	
la010231	Plate 11 G2	11548	
la010231	Plate 12 H12	3308	
la010232	Plate 7 H6	3221	
la010233	Plate 11 C8	2069	
la010234	Plate 7 C8	10167	
la010234	Plate 8 F4	9759	
la010235	Plate 9 E1	1359	
la010237	Plate 12 C9	437	
la010237	Plate 12 D3	1631	
la010237	Plate 12 E1	471	
la010237	Plate 12 F6	1148	
la010237	Plate 19 D5	31304	
la010237	Plate 19 G10	39429	
la010237	Plate 19 G5	119872	
la010237	Plate 19 H5	51	
la010238	Plate 12 B8	42	
la010239	Plate 7 C5	668	
la010239	Plate 7 H8	18131	
la010239	Plate 9 A11	1656	
la010239	Plate 9 B11	33	
la010239	Plate 9 B4	321	
la010240	Plate 8 B6	3159	
la010241	Plate 10 D1	56	
la010242	Plate 10 E1	591	
la010242	Plate 10 F9	493	
la010242	Plate 8 C1	393	
la010243	Plate 10 E10	223	
la010243	Plate 5 G4	1886	
la010243	Plate 6 G4	1181	
la010245	Plate 11 A2	148	
la010246	Plate 12 D12	869	
la010247	Plate 10 G12	10825	
la010248	Plate 10 G1	2305	
la010249	Plate 8 A4	15575	
la010250	Plate 7 G5	1453	
la010251	Plate 11 A11	11048	
la010251	Plate 11 A7	12588	
la010251	Plate 13 G8	110500	
la010251	Plate 8 A10	9308	
la010251	Plate 8 F10	186	
la010251	Plate 8 F11	1792	
la010251	Plate 8 F8	352	
la010253	Plate 7 C5	282	
la010253	Plate 7 H8	30140	
la010253	Plate 9 A10	379	
la010253	Plate 9 A11	3043	
la010253	Plate 9 A4	5940	
la010253	Plate 9 A9	8816	
la010253	Plate 9 B1	3406	
la010253	Plate 9 B11	46	
la010254	Plate 11 A1	1062	
la010254	Plate 13 F6	18454	
la010255	Plate 11 B10	17027	
la010255	Plate 8 C8	300	
la010256	Plate 10 A10	40	
la010256	Plate 10 A2	94	
la010256	Plate 10 A8	70506	
la010256	Plate 11 E2	6357	
la010256	Plate 14 A1	144	
la010256	Plate 15 A11	42	
la010256	Plate 15 A12	36001	
la010256	Plate 5 A1	74333	
la010256	Plate 5 A10	45	
